Date,Source,Headline,Lead Paragraph,URL,Headline Sentiment,Headline Sadness,Headline Joy,Headline Fear,Headline Disgust,Headline Anger,Lead Paragraph Sentiment,Lead Paragraph Sadness,Lead Paragraph Joy,Lead Paragraph Fear,Lead Paragraph Disgust,Lead Paragraph Anger
2020-10-15,The New York Times,"Trump trails in polls of Florida and Pennsylvania, home to tonight’s town halls.","Before the first presidential debate last month, the polling picture looked bad for President Trump. Afterward, it looked even worse.",https://www.nytimes.com/2020/10/15/us/elections/trump-trails-in-polls-of-florida-and-pennsylvania-home-to-tonights-town-halls.html,0.0,0.150093,0.421464,0.126775,0.291459,0.058224,-0.915832,0.35365,0.041572,0.072041,0.603574,0.233906
2020-10-15,The New York Times,Christie Says He Was ‘Wrong’ Not to Wear Masks at White House,"Chris Christie, the former New Jersey governor who was recently battling a coronavirus infection, said on Thursday that he was “wrong” not to wear a mask at an event honoring Judge Amy Coney Barrett and in his debate preparation sessions with President Trump, and that people should take the threat of the virus seriously.",https://www.nytimes.com/2020/10/15/us/politics/chris-christie-face-masks-covid.html,0.0,0.295705,0.327791,0.097744,0.142311,0.205655,-0.860976,0.426172,0.095774,0.235823,0.242198,0.331726
2020-10-15,The New York Times,Cyprus Ends ‘Golden Passport’ Program After Corruption Accusations,"The small Mediterranean island nation of Cyprus has given citizenship and passports to more than 3,000 foreigners who agreed to invest at least $2 million in the country — a “golden passport” that allowed the holders to travel visa-free throughout the European Union.",https://www.nytimes.com/2020/10/15/world/europe/cyprus-golden-passports-corruption.html,0.0,0.23662,0.303327,0.052517,0.285339,0.276908,0.586011,0.179746,0.561761,0.041647,0.0786,0.134267
2020-10-15,The New York Times,This Is What Early Voting Looks Like,"Election Day is always the Tuesday after the first Monday in November, but the day circled on the calendar every four years is no longer the singular time when American elections happen.",https://www.nytimes.com/2020/10/15/us/politics/early-voting-photos.html,0.0,0.200734,0.289257,0.094042,0.385185,0.168679,-0.683658,0.520967,0.321013,0.104405,0.034603,0.121213
2020-10-15,The New York Times,"As Trump’s Language Grows More Heated, Fears Rise of Political Violence","The arrest of more than a dozen right-wing extremists who are accused of targeting the governors of Michigan and Virginia is only the latest example of threats of violence, in some cases egged on by President Trump, that loom over the final weeks of a historically divisive race.",https://www.nytimes.com/2020/10/15/us/politics/trump-election-violence.html,-0.921211,0.058538,0.017152,0.830628,0.134862,0.207217,-0.981666,0.131454,0.019112,0.279302,0.28163,0.647083
2020-10-15,The New York Times,Twitter Changes Course After Republicans Claim ‘Election Interference’,"SAN FRANCISCO — President Trump called Facebook and Twitter “terrible” and “a monster” and said he would go after them. Senators Ted Cruz and Marsha Blackburn said they would subpoena the chief executives of the companies for their actions. And on Fox News, prominent conservative hosts blasted the social media platforms as “monopolies” and accused them of “censorship” and election interference.",https://www.nytimes.com/2020/10/15/technology/facebook-twitter-republicans-backlash.html,0.0,0.261862,0.027045,0.027585,0.36644,0.304081,-0.950537,0.315407,0.026004,0.050147,0.304745,0.612534
2020-10-15,The New York Times,"Lindsey Graham Leads Jaime Harrison in South Carolina Race, Poll Shows","WASHINGTON — President Trump and Senator Lindsey Graham have established clear but not overwhelming advantages in South Carolina, a heavily Republican state that is showing signs of competitiveness this year, according to a new New York Times/Siena College poll.",https://www.nytimes.com/2020/10/15/us/politics/south-carolina-polls.html,0.0,0.149458,0.152315,0.09875,0.382493,0.079799,0.390292,0.115393,0.508867,0.011137,0.297543,0.109063
2020-10-15,The New York Times,"In India, doctors warn that deteriorating air quality could make Covid-19 even worse.","As a thick quilt of smog wrapped itself around New Delhi on Thursday, signaling the start of the fall pollution season, doctors and scientists warned that the deteriorating air quality could make the city’s Covid-19 problems even worse.",https://www.nytimes.com/2020/10/15/world/in-india-doctors-warn-that-deteriorating-air-quality-could-make-covid-19-even-worse.html,-0.947345,0.410076,0.022256,0.39253,0.189898,0.366479,-0.906547,0.519717,0.137974,0.388048,0.056523,0.135643
2020-10-15,The New York Times,Chris Christie says he should have worn a mask at White House events.,"Chris Christie, the former New Jersey governor who was recently battling a coronavirus infection, said on Thursday that he had been “wrong” not to wear a mask at an event honoring Judge Amy Coney Barrett or in his debate preparation sessions with President Trump, and that people should take the threat of the virus seriously.",https://www.nytimes.com/2020/10/15/us/elections/chris-christie-says-he-should-have-worn-a-mask-at-white-house-events.html,0.0,0.349419,0.221097,0.098328,0.256578,0.184265,-0.823737,0.426172,0.095774,0.235823,0.242198,0.331726
2020-10-15,The New York Times,Trump could have had two more debates to try to alter the race. Now he has just one.,"President Trump and Joseph R. Biden Jr. were supposed to debate tonight. But Mr. Trump backed out after the Commission on Presidential Debates ruled that the event could be held only virtually, given the president’s coronavirus diagnosis.",https://www.nytimes.com/2020/10/15/us/elections/trump-could-have-had-two-more-debates-to-try-to-alter-the-race-now-he-has-just-one.html,-0.564066,0.392043,0.106091,0.241837,0.313135,0.200181,0.0,0.173985,0.067139,0.351649,0.298775,0.426034
2020-10-15,The New York Times,Unemployment Claims Rise Anew in Latest Sign of Economic Distress,"The American economy is showing fresh signs of deceleration, hammered by layoffs, a surge in coronavirus cases and the lack of fresh aid from Washington.",https://www.nytimes.com/2020/10/15/business/economy/unemployment-claims-economy.html,-0.733828,0.285008,0.156936,0.315215,0.157479,0.150645,-0.91068,0.398778,0.283937,0.09195,0.214656,0.0954
2020-10-15,The New York Times,What Happens When Covid-19 Meets Toxic Air? India Is About to Find Out,"NEW DELHI — As a thick quilt of smog wrapped itself around New Delhi on Thursday, signaling the start of the fall pollution season, doctors and scientists warned that the deteriorating air quality could make the city’s Covid-19 problems even worse.",https://www.nytimes.com/2020/10/15/world/asia/india-covid-pollution.html,-0.829554,0.251349,0.275286,0.144749,0.100046,0.094773,-0.847177,0.478169,0.1886,0.367719,0.05185,0.13442
2020-10-15,The New York Times,"Twitter locked the Trump campaign’s account, saying a post about the Bidens violated its rules.","With less than three weeks before the election, the Trump campaign said that Twitter had locked its official account after the campaign’s latest attempt to promote an unsubstantiated New York Post article about former Vice President Joseph R. Biden Jr. and his son Hunter.",https://www.nytimes.com/2020/10/15/us/elections/twitter-locked-the-trump-campaigns-account-saying-a-post-about-the-bidens-violated-its-rules.html,-0.605994,0.489483,0.063628,0.133036,0.214196,0.156532,0.0,0.249614,0.031572,0.286541,0.488751,0.275952
2020-10-15,The New York Times,C-SPAN suspended Steve Scully after he admitted to lying about his Twitter account being hacked.,"The C-SPAN network on Thursday suspended Steve Scully, a producer and politics editor who had been set to moderate the second presidential debate before it was scrapped, after he said he had lied about his Twitter account being hacked.",https://www.nytimes.com/2020/10/15/business/media/steve-scully-cspan-twitter.html,-0.848685,0.486497,0.030311,0.096216,0.342117,0.379055,-0.759977,0.361667,0.060039,0.050327,0.377975,0.448117
2020-10-15,The New York Times,Biden launches a get out the vote television campaign in Michigan.,"With early voting well underway in most of the country, the cash-rich Biden campaign is turning to television ads as part of their get out the vote strategy, including this one, aimed at Black voters in Michigan.",https://www.nytimes.com/2020/10/15/us/politics/biden-michigan-ad.html,0.0,0.299608,0.347767,0.051456,0.323606,0.024008,0.493547,0.219672,0.146423,0.091303,0.417433,0.096708
2020-10-15,The New York Times,"Could Trump Still Spread the Coronavirus? Probably Not, Experts Say","When President Trump makes his appearance on Thursday night on NBC News, he is expected to speak, probably maskless, with the moderator, Savannah Guthrie, and the audience sitting at least 12 feet away. But he is unlikely to transmit the coronavirus to any of those people, multiple experts said.",https://www.nytimes.com/2020/10/15/us/politics/covid-trump-town-hall.html,-0.894358,0.375582,0.181573,0.262468,0.18267,0.023509,-0.619322,0.496058,0.155206,0.191884,0.257963,0.145835
2020-10-15,The New York Times,How United Airlines Is Trying to Plan Around a Pandemic,"When the coronavirus pandemic wiped out travel in the spring, United Airlines slashed its flight schedule, salted away aircraft in the New Mexico desert and parked planes at hangars around the country.",https://www.nytimes.com/2020/10/15/business/united-airlines-coronavirus.html,0.0,0.25395,0.178217,0.148091,0.049853,0.177393,-0.670329,0.358208,0.261334,0.19197,0.215686,0.07329
2020-10-15,The New York Times,U.S. Investigates Vaxart’s Claims Related to Covid-19 Vaccine,"Vaxart, a California biotech firm that is attempting to develop a Covid-19 vaccine, has come under scrutiny from federal prosecutors and the Securities and Exchange Commission.",https://www.nytimes.com/2020/10/15/business/vaxart-covid-coronavirus-vaccine.html,0.0,0.127994,0.027912,0.103047,0.075579,0.047404,-0.321765,0.212705,0.223578,0.243402,0.107048,0.066584
2020-10-15,The New York Times,Republicans condemn Facebook and Twitter for limiting distribution of an unsubstantiated article about the Bidens.,"President Trump called Facebook and Twitter “terrible” and “a monster” and said he would go after them. Senators Ted Cruz and Marsha Blackburn said they would subpoena the chief executives of the companies for their actions. And on Fox News, prominent conservative hosts blasted the social media platforms as “monopolies” and accused them of “censorship” and election interference.",https://www.nytimes.com/2020/10/15/us/elections/republicans-condemn-facebook-and-twitter-for-limiting-distribution-of-an-unsubstantiated-article-about-the-bidens.html,0.0,0.183892,0.03969,0.022294,0.445422,0.182878,-0.953932,0.341716,0.021579,0.057042,0.304211,0.594119
2020-10-15,The New York Times,"Could Trump still spread the coronavirus? Probably not, experts say.","When President Trump makes his appearance on Thursday night on NBC News, he is expected to speak, probably maskless, with the moderator, Savannah Guthrie, and the audience sitting at least 12 feet away. But he is unlikely to transmit the coronavirus to any of those people, multiple experts said.",https://www.nytimes.com/2020/10/15/us/elections/could-trump-still-spread-the-coronavirus-probably-not-experts-say.html,-0.894358,0.400639,0.144577,0.288037,0.166981,0.021556,-0.619322,0.496058,0.155206,0.191884,0.257963,0.145835
2020-10-15,The New York Times,Fires on Slopes of Kilimanjaro Threaten a Diverse Ecosystem,"NAIROBI, Kenya — As fires swept up the slopes of Mount Kilimanjaro, Africa’s tallest mountain, for the fifth day on Thursday, hundreds of volunteers from local villages joined firefighters racing to stop a blaze threatening to ravage one of the world’s richest and most diverse ecosystems.",https://www.nytimes.com/2020/10/15/world/africa/mount-kilimanjaro-fire-tanzania.html,0.0,0.082538,0.154723,0.427298,0.203762,0.291467,-0.236796,0.114853,0.635357,0.123419,0.05557,0.145847
2020-10-15,The New York Times,Separatists Kill 14 in Attack on Oil Convoy in Restive Pakistani Province,"ISLAMABAD, Pakistan — Militants attacked a convoy of Pakistan’s biggest oil and gas exploration company in restive Baluchistan Province on Thursday, killing at least 14 people, officials said.",https://www.nytimes.com/2020/10/15/world/asia/oil-convoy-baluchistan-attack.html,0.0,0.218192,0.011276,0.478269,0.157304,0.447885,-0.936048,0.281189,0.018971,0.319955,0.20083,0.549712
2020-10-15,The New York Times,Can a Bill Have a Gender? Feminine Wording Exposes a Rift,"BERLIN — A dispute over grammar between two federal ministries has reopened a front in Germany’s longstanding battle about gender equality, forcing officials to redraft a debt protection bill.",https://www.nytimes.com/2020/10/15/world/europe/germany-gender-bill-language.html,0.0,0.080112,0.023024,0.069899,0.176942,0.603038,0.0,0.32384,0.028571,0.220711,0.111609,0.536031
2020-10-15,The New York Times,"In Hubbub Over New York Post Report, YouTube Stands Apart","In all the uproar over how tech companies have handled an unsubstantiated article about Hunter Biden from the New York Post, one major company has stood apart: YouTube.",https://www.nytimes.com/2020/10/15/technology/youtube-hunter-biden.html,0.0,0.092876,0.113291,0.268692,0.324898,0.145735,-0.661725,0.090895,0.128102,0.259434,0.214327,0.294564
2020-10-15,The New York Times,"From Hiding, Head of Central Asia’s Only Democracy Says He’s Quitting","MOSCOW — After more than a week in hiding following a disputed election, the president of Kyrgyzstan — Central Asia’s only democracy — on Thursday announced his plans to resign, saying he did not want to go down in history as a leader “who shed blood and shot at his own citizens.”",https://www.nytimes.com/2020/10/15/world/asia/president-kyrgyzstan-resign.html,0.0,0.413265,0.036059,0.259192,0.139719,0.497992,-0.709194,0.283914,0.078304,0.253263,0.11476,0.58732
2020-10-15,The New York Times,A court refuses to extend the ballot receipt deadline for Navajo voters in Arizona.,"A federal court declined on Thursday to extend the deadline for Arizona counties to receive the ballots of voters from the Navajo Nation, where polling sites and post offices are few and far between.",https://www.nytimes.com/2020/10/15/us/elections/a-court-refuses-to-extend-the-ballot-receipt-deadline-for-navajo-voters-in-arizona.html,0.0,0.158455,0.009351,0.206854,0.395233,0.373242,0.0,0.230155,0.098178,0.086539,0.120317,0.189616
2020-10-15,The New York Times,"Lindsey Graham leads Jaime Harrison in the South Carolina Senate race, a new poll shows.","President Trump and Senator Lindsey Graham have established clear but not overwhelming advantages in South Carolina, a heavily Republican state that is showing signs of competitiveness this year, according to a new New York Times/Siena College poll.",https://www.nytimes.com/2020/10/15/us/elections/lindsey-graham-leads-jaime-harrison-in-the-south-carolina-senate-race-a-new-poll-shows.html,0.0,0.168555,0.22201,0.133671,0.439678,0.09114,0.390292,0.1332,0.48424,0.013423,0.30553,0.096654
2020-10-15,The New York Times,Giuliani’s daughter backs Biden: ‘The only way to end this nightmare is to vote.’,"Caroline Giuliani, the daughter of Rudolph W. Giuliani, President Trump’s personal lawyer and the former mayor of New York, on Thursday endorsed Joseph R. Biden Jr. for president, writing in Vanity Fair that “the only way to end this nightmare is to vote.”",https://www.nytimes.com/2020/10/15/us/elections/caroline-giuliani-biden.html,-0.500538,0.230654,0.178798,0.381557,0.338588,0.124785,-0.862094,0.097087,0.319356,0.188701,0.159141,0.257957
2020-10-15,The New York Times,This Urban Safari Comes With a Warning: Watch Out for Snakes,"HONG KONG — The snake didn’t see the catcher coming, at least not in time to avoid being caught.",https://www.nytimes.com/2020/10/15/world/asia/hong-kong-snakes.html,-0.729591,0.163479,0.091127,0.675263,0.244548,0.04746,-0.901597,0.226641,0.063148,0.463444,0.365218,0.073688
2020-10-15,The New York Times,"As Virus Surges and Brexit Bears Down, Boris Johnson Stalls for Time",LONDON — Prime Minister Boris Johnson has reached a moment of truth on the two issues that have dominated Britain this year: the pandemic and Brexit negotiations with the European Union. But he is still playing for time — a strategy that could put lives or livelihoods at risk if he waits too long.,https://www.nytimes.com/2020/10/15/world/europe/uk-coronavirus-brexit-boris-johnson.html,-0.830947,0.291499,0.162682,0.142286,0.222661,0.196069,-0.443622,0.480303,0.351214,0.08849,0.044788,0.06565
2020-10-15,The New York Times,"For the Navajo Nation, ‘Everything Takes Time,’ Including Voting","DENNEHOTSO, Ariz. — Turn off the two-lane highway that runs across the Navajo Nation, just a few miles south of the Utah border, and the pavement yields instantly to the desert.",https://www.nytimes.com/2020/10/15/us/politics/navajo-arizona-mail-voting.html,0.0,0.122143,0.179157,0.033813,0.049096,0.143848,-0.474026,0.376307,0.226674,0.110161,0.125221,0.19887
2020-10-15,The New York Times,This Is Not the Debate We Wanted,"Hello from New York, where I’m flipping the channels and hosting tonight’s politics live chat.",https://www.nytimes.com/2020/10/15/us/politics/biden-trump-live-chat.html,-0.882508,0.360278,0.065588,0.098963,0.058702,0.206474,0.0,0.516561,0.252409,0.032915,0.139441,0.135333
2020-10-15,The New York Times,"Facebook and Twitter Dodge a 2016 Repeat, and Ignite a 2020 Firestorm","Since 2016, when Russian hackers and WikiLeaks injected stolen emails from the Hillary Clinton campaign into the closing weeks of the presidential race, politicians and pundits have called on tech companies to do more to fight the threat of foreign interference.",https://www.nytimes.com/2020/10/15/technology/facebook-twitter-nypost-hunter-biden.html,0.0,0.264862,0.168062,0.045268,0.076517,0.09938,-0.746243,0.163111,0.005847,0.574552,0.491612,0.148242
2020-10-16,The New York Times,"Badly Ill With Coronavirus, Some Ultra-Orthodox in Israel Choose Home Care","JERUSALEM — When the elderly father of an ultra-Orthodox radio personality in Israel contracted the coronavirus recently, his family dreaded the prospect of his entering an isolated hospital ward and possibly never coming out.",https://www.nytimes.com/2020/10/16/world/middleeast/israel-coronavirus-ultra-orthodox.html,-0.850095,0.551192,0.042528,0.207459,0.151108,0.275729,-0.927472,0.593849,0.050982,0.165982,0.316229,0.060362
2020-10-16,The New York Times,Savannah Guthrie gets answers from Trump by setting a fast pace and following up.,"Savannah Guthrie spent most of the NBC News town hall tearing into President Trump with a series of quick-paced, conversational questions that put him on the spot and successfully revealed his evasions in a way that few of his interlocutors have managed.",https://www.nytimes.com/2020/10/15/us/elections/savannah-guthrie-trump.html,0.694837,0.159543,0.28754,0.116286,0.017858,0.139786,0.760595,0.553781,0.253025,0.100391,0.08656,0.125392
2020-10-16,The New York Times,‘It’s Fall! Here We Are!’ A Beloved Chocolate Shop Returns,"JERSEY CITY, N.J. — Valerie Vlahakis, the owner of Lee Sims Chocolates, a mom-and-pop shop between a florist and a pharmacy on a scruffy block in Jersey City’s McGinley Square, eyed ghosts in her display window as she waited for patrons to return.",https://www.nytimes.com/2020/10/16/business/lee-sims-chocolates-jersey-city.html,0.725032,0.182683,0.655892,0.030781,0.031095,0.126003,-0.60759,0.352906,0.32368,0.071241,0.243143,0.10029
2020-10-16,The New York Times,"Will Jacinda Ardern Win a Second Term? New Zealand’s Election, Explained","SYDNEY, Australia — New Zealand’s prime minister, Jacinda Ardern, is popular around the world, generating gushing reviews and inspiring a progressive fan base. She has been praised for managing the pandemic, the Christchurch terrorist attack and the birth of her first child.",https://www.nytimes.com/2020/10/16/world/asia/jacinda-ardern-new-zealand-election.html,0.0,0.299058,0.191594,0.081861,0.104736,0.445942,0.972975,0.100518,0.765942,0.120762,0.033884,0.007954
2020-10-16,The New York Times,A Lincoln Project ad frames a choice: a president who demeans women or one who respects them.,"President Trump’s rude and demeaning comments to and about women are no secret. Just last week, he called Senator Kamala Harris, the Democratic vice-presidential nominee, a “monster.” A new ad from the Lincoln Project urges voters to consider what it would be like to have a different kind of president — a man, it suggests, who actually respects women.",https://www.nytimes.com/2020/10/16/us/politics/lincoln-project-ad-trump-biden.html,0.833954,0.038174,0.569006,0.025157,0.254055,0.113791,-0.333775,0.058998,0.241991,0.032177,0.514367,0.365382
2020-10-16,The New York Times,New Charge Adds to Ex-French President Sarkozy’s Legal Troubles,PARIS — The legal woes of the former French president Nicolas Sarkozy mounted Friday as prosecutors said he was facing a new charge in a long-running investigation into possible illegal Libyan financing of his 2007 presidential campaign.,https://www.nytimes.com/2020/10/16/world/europe/france-sarkozy-libya-charges.html,-0.770414,0.235103,0.171969,0.109913,0.240561,0.396246,-0.861769,0.266301,0.163529,0.101755,0.469371,0.157897
2020-10-16,The New York Times,Man Beheads Teacher on the Street in France and Is Killed by Police,"PARIS — A knife-wielding man decapitated a teacher near a school in a suburb north of Paris on Friday afternoon and was later shot dead by the police, officials said, abruptly hitting France with a national trauma that revived memories of recent terrorist attacks.",https://www.nytimes.com/2020/10/16/world/europe/france-decapitate-beheading.html,-0.784042,0.179944,0.019883,0.311408,0.441822,0.437167,-0.832863,0.27533,0.012725,0.689734,0.107074,0.263059
2020-10-16,The New York Times,"With Brexit Clock Ticking, Boris Johnson Vows, Again, to Walk Away","LONDON — Britain’s Brexit negotiations with the European Union teetered on a precipice yet again Friday, after Prime Minister Boris Johnson declared that his government was fed up and ready for a no-deal exit from the bloc’s trading system, and with his chief negotiator calling off talks scheduled for next week in London.",https://www.nytimes.com/2020/10/16/world/europe/brexit-boris-johnson-europe.html,0.0,0.294165,0.211372,0.161361,0.152738,0.144329,0.0,0.379952,0.38559,0.14542,0.048327,0.104446
2020-10-16,The New York Times,A Chinese city says it has given some residents a vaccine.,"A city in eastern China has started inoculating some people against the coronavirus with a vaccine that has not finished late-stage clinical trials, ignoring warnings from scientists that the campaign could carry major health risks.",https://www.nytimes.com/2020/10/16/world/a-chinese-city-says-it-has-given-some-residents-a-vaccine.html,0.0,0.104626,0.262455,0.080066,0.19604,0.115578,-0.708671,0.38391,0.154715,0.538625,0.111786,0.035941
2020-10-16,The New York Times,"Goodbye, Tab: Coca-Cola will discontinue the iconic diet soda.","The Coca-Cola Company is discontinuing Tab, its first diet soda brand that became a cultural icon in the 1970s and retains a small but loyal cult following to this day.",https://www.nytimes.com/2020/10/16/business/coca-cola-tab.html,-0.770892,0.530202,0.035646,0.07247,0.031156,0.071913,0.0,0.506943,0.280374,0.03364,0.063368,0.046969
2020-10-16,The New York Times,"Faced with twin crises, Britain’s leader is stalling for time.","For Prime Minister Boris Johnson of Britain, the pandemic and the looming domestic upheaval it has overshadowed — Brexit — are linked.",https://www.nytimes.com/2020/10/16/world/faced-with-twin-crises-britains-leader-is-stalling-for-time.html,-0.756303,0.343854,0.064532,0.421692,0.39553,0.085394,-0.577661,0.114424,0.097622,0.123604,0.159286,0.05278
2020-10-16,The New York Times,"The Beirut Blast Shattered Her Masterpieces. Now, the Rebuilding Starts.","HAZMIYEH, Lebanon — Her hands created the gentle smile on the face of the Virgin Mary, the folds in the robes of the Four Evangelists and the glow surrounding the cherubic baby Jesus.",https://www.nytimes.com/2020/10/16/world/middleeast/beirut-stained-glass-explosion.html,-0.358563,0.57287,0.266546,0.04033,0.034511,0.13314,0.748618,0.011701,0.884806,0.028948,0.062063,0.008369
2020-10-16,The New York Times,Retired French Surgeon Faces 312 Pedophilia and Abuse Charges,"PARIS — A retired French surgeon has been charged with the rape and sexual assault of more than 300 people, a vast majority of whom were under 15, in what could be France’s biggest-ever pedophilia and sexual abuse case.",https://www.nytimes.com/2020/10/16/world/europe/france-surgeon-pedophilia-abuse-charges.html,0.0,0.278074,0.009954,0.141956,0.502976,0.232932,-0.966721,0.130128,0.008817,0.080186,0.790214,0.281076
2020-10-16,The New York Times,Trump is said to have been warned that Giuliani was conveying Russian disinformation.,"The intelligence agencies warned the White House late last year that Russian intelligence officers were using President Trump’s personal lawyer Rudolph W. Giuliani as a conduit for disinformation aimed at undermining Joseph R. Biden Jr.’s presidential run, according to four current and former American officials.",https://www.nytimes.com/2020/10/16/us/elections/trump-is-said-to-have-been-warned-that-giuliani-was-conveying-russian-disinformation.html,0.0,0.216494,0.041167,0.647533,0.161376,0.206654,-0.603723,0.06083,0.07659,0.426542,0.33299,0.172435
2020-10-16,The New York Times,Democrats in New Jersey are voting at high rates.,"With less than three weeks to go before a pandemic-era election that is being conducted mainly by mail, Democrats in New Jersey are returning ballots at rates that outpace Republicans in some of the state’s most conservative strongholds.",https://www.nytimes.com/2020/10/16/us/elections/democrats-in-new-jersey-are-voting-at-high-rates.html,0.0,0.254726,0.094712,0.063395,0.537892,0.159202,-0.891974,0.472245,0.029867,0.082754,0.446471,0.239446
2020-10-16,The New York Times,Thailand Steps Up Response as Antigovernment Protests Escalate,"BANGKOK — A confrontation between the Thai authorities and antigovernment demonstrators that has escalated in recent days jumped to an uncertain new phase on Friday, as protesters were forcibly dispersed and two of the movement’s participants were charged with violating an obscure law against endangering the royal family.",https://www.nytimes.com/2020/10/16/world/asia/thailand-protests-bangkok.html,0.0,0.152347,0.05388,0.089592,0.295914,0.39503,-0.70636,0.238131,0.441052,0.16026,0.080437,0.104121
2020-10-16,The New York Times,How the internet viewed Thursday’s political spectacle.,"On Thursday, the internet felt compelled to weigh in on the stark difference in tone between the two presidential forums, Savannah Guthrie’s performance moderating the discussion with President Trump on NBC, and other assorted Easter eggs that surfaced during all of the questions and answers.",https://www.nytimes.com/2020/10/16/us/elections/how-the-internet-viewed-thursdays-political-spectacle.html,0.0,0.427159,0.197971,0.052502,0.040044,0.275469,-0.456254,0.111144,0.615664,0.024344,0.112499,0.190394
2020-10-16,The New York Times,"He Dismembered His Boss, but a Judge Ruled It Manslaughter","MONTREAL — After nearly three decades of covering bizarre and sensational crimes, I thought I had seen it all.",https://www.nytimes.com/2020/10/16/world/canada/Zhao-Li-chopped-body-108-pieces.html,0.0,0.146866,0.221616,0.133102,0.192387,0.343315,-0.893398,0.607556,0.138719,0.14012,0.242858,0.055588
2020-10-16,The New York Times,"After Susan Collins again says she won’t back Judge Barrett, Trump lashes out.","President Trump lashed out at the Republican senator Susan Collins of Maine on Friday for not supporting the confirmation of Judge Amy Coney Barrett to the Supreme Court, adding that given their previous policy disagreements, winning her over was “not worth the work!”",https://www.nytimes.com/2020/10/16/us/elections/after-susan-collins-again-says-she-wont-back-judge-barrett-trump-lashes-out.html,-0.739582,0.262598,0.3477,0.043168,0.27548,0.164797,-0.766555,0.088795,0.269337,0.013322,0.396183,0.293118
2020-10-16,The New York Times,"Democratic Senate candidates rake in money in Arizona, Kentucky, Maine and South Carolina.","Democratic candidates in competitive Senate races received another surge in donations over the last few months, with some breaking fund-raising records in their states and many entering the final weeks of the campaign with significant stores of cash, according to new quarterly filings with election authorities this week.",https://www.nytimes.com/2020/10/16/us/elections/democratic-senate-candidates-rake-in-money-in-arizona-kentucky-maine-and-south-carolina.html,0.0,0.203751,0.174891,0.097999,0.196587,0.134897,-0.351642,0.436347,0.238274,0.055105,0.147573,0.061883
2020-10-16,The New York Times,"Who Was ‘El Padrino,’ Godfather to Drug Cartel? Mexico’s Defense Chief, U.S. Says","MEXICO CITY — American law enforcement agents were listening in as Mexican cartel members chattered on a wiretap, talking about a powerful, shadowy figure known as El Padrino, or The Godfather.",https://www.nytimes.com/2020/10/16/world/americas/mexico-salvador-cienfuegos-arrested.html,0.0,0.552966,0.011011,0.249571,0.342993,0.187457,0.323466,0.266925,0.266817,0.105437,0.222666,0.15271
2020-10-16,The New York Times,"Its most famous coach has the virus, but college football rolls on.","Kurt Streeter, a sports columnist for The Times, writes about colleges’ determination to hold a football season during the pandemic.",https://www.nytimes.com/2020/10/16/world/its-most-famous-coach-has-the-virus-but-college-football-rolls-on.html,0.576382,0.397698,0.390258,0.062594,0.096067,0.104499,0.0,0.194453,0.535456,0.052448,0.118859,0.118784
2020-10-16,The New York Times,"The polls finally catch up with the news, and still show Trump trailing.",[Follow our live updates for the second presidential debate.],https://www.nytimes.com/2020/10/16/us/elections/the-polls-finally-catch-up-with-the-news-and-still-show-trump-trailing.html,0.505606,0.267688,0.507738,0.08233,0.188259,0.054622,0.0,0.166582,0.220915,0.117481,0.424682,0.121602
2020-10-16,The New York Times,"Before Nov. 3, Watch This and This and This","Jeff Daniels agreed to play James Comey in Showtime’s “The Comey Rule” on the promise that the four-hour mini-series would be released ahead of the election. The documentary filmmaker Alex Gibney worked at a breakneck pace to complete his feature-length film “Totally Under Control,” an indictment of the Trump administration’s handling of the coronavirus, so it could debut before Nov. 3.",https://www.nytimes.com/2020/10/16/business/media/movies-about-the-election.html,0.0,0.172672,0.461395,0.103068,0.128054,0.104741,0.974059,0.234549,0.466344,0.071408,0.158811,0.144346
2020-10-16,The New York Times,"Trump travels to Florida and Georgia today, and Biden speaks in Detroit.","There are 18 days until Election Day. Here are the schedules of the presidential and vice-presidential candidates for Friday, Oct. 16. All times are Eastern time.",https://www.nytimes.com/2020/10/16/us/elections/trump-travels-to-florida-and-georgia-today-and-biden-speaks-in-detroit.html,0.0,0.102453,0.380561,0.038589,0.060564,0.085612,0.0,0.197717,0.324894,0.179276,0.245725,0.057638
2020-10-16,The New York Times,NBC’s Savannah Guthrie Grills Trump Opposite ABC’s Sober Biden Talk,"George Stephanopoulos of ABC had it easy, steering an old-school Washington veteran through policy plans against a patriotic backdrop, while Savannah Guthrie of NBC had to navigate the stormy waters of QAnon, white supremacy and whether the virus-stricken president had pneumonia. (Despite repeated inquiries, he would not say.)",https://www.nytimes.com/2020/10/15/business/media/savannah-guthrie-trump-biden.html,0.0,0.19817,0.326515,0.055182,0.127618,0.150545,-0.501677,0.218335,0.282387,0.058215,0.156056,0.10899
2020-10-16,The New York Times,Few people are flying. What is an airline to do? Lots of fine-tuning.,"Every airline is struggling, but each struggles in its own way.",https://www.nytimes.com/2020/10/16/business/few-people-are-flying-what-is-an-airline-to-do-lots-of-fine-tuning.html,0.0,0.190033,0.4861,0.078131,0.193509,0.112621,-0.944916,0.758323,0.034072,0.142805,0.045969,0.250355
